x,y
118,61
119,61
120,61
121,61
126,61
127,61
128,61
129,61
130,61
131,61
132,61
133,61
134,61
135,61
136,61
137,61
138,61
139,61
192,61
193,61
202,61
203,61
55,60
56,60
66,60
67,60
68,60
69,60
70,60
110,60
111,60
112,60
113,60
114,60
115,60
116,60
117,60
118,60
119,60
120,60
121,60
122,60
125,60
126,60
127,60
128,60
129,60
130,60
131,60
132,60
133,60
134,60
135,60
136,60
191,60
192,60
193,60
202,60
203,60
54,59
55,59
56,59
65,59
66,59
67,59
68,59
69,59
113,59
114,59
115,59
116,59
117,59
118,59
119,59
120,59
121,59
122,59
123,59
124,59
125,59
126,59
127,59
128,59
129,59
130,59
131,59
132,59
133,59
134,59
191,59
192,59
193,59
202,59
203,59
53,58
54,58
55,58
64,58
65,58
66,58
67,58
68,58
69,58
116,58
117,58
118,58
119,58
120,58
121,58
122,58
123,58
124,58
125,58
126,58
127,58
128,58
129,58
191,58
192,58
193,58
202,58
203,58
52,57
53,57
54,57
55,57
64,57
65,57
66,57
67,57
68,57
69,57
117,57
118,57
119,57
120,57
121,57
122,57
123,57
124,57
125,57
126,57
127,57
128,57
191,57
192,57
193,57
202,57
203,57
52,56
53,56
54,56
55,56
64,56
65,56
66,56
67,56
68,56
190,56
191,56
192,56
202,56
203,56
52,55
53,55
54,55
64,55
65,55
66,55
67,55
68,55
190,55
191,55
192,55
201,55
202,55
203,55
51,54
52,54
53,54
63,54
64,54
65,54
66,54
67,54
68,54
190,54
191,54
192,54
201,54
202,54
203,54
50,53
51,53
52,53
62,53
63,53
64,53
65,53
66,53
67,53
190,53
191,53
192,53
200,53
201,53
202,53
49,52
50,52
51,52
52,52
62,52
63,52
64,52
65,52
66,52
67,52
190,52
191,52
200,52
201,52
202,52
49,51
50,51
51,51
62,51
63,51
64,51
65,51
66,51
189,51
190,51
191,51
199,51
200,51
201,51
48,50
49,50
50,50
51,50
61,50
62,50
63,50
64,50
65,50
66,50
189,50
190,50
191,50
199,50
200,50
201,50
47,49
48,49
49,49
50,49
60,49
61,49
62,49
63,49
64,49
65,49
189,49
190,49
191,49
199,49
200,49
46,48
47,48
48,48
49,48
59,48
60,48
61,48
189,48
190,48
