x,y
182.0,31.0
184.0,33.0
185.0,35.0
186.0,37.0
186.0,38.0
186.0,39.0
187.0,42.0
187.0,43.0
188.0,46.0
188.0,47.0
190.0,56.0
202.0,57.0
191.0,57.0
202.0,58.0
191.0,58.0
193.0,59.0
191.0,59.0
202.0,61.0
192.0,60.0
191.0,60.0
193.0,61.0
192.0,61.0
202.0,64.0
192.0,62.0
194.0,63.0
193.0,63.0
192.0,63.0
193.0,64.0
192.0,64.0
194.0,65.0
193.0,65.0
194.0,66.0
193.0,66.0
194.0,67.0
193.0,67.0
194.0,68.0
193.0,68.0
194.0,69.0
195.0,70.0
194.0,70.0
195.0,71.0
194.0,71.0
194.0,72.0
195.0,73.0
195.0,74.0
196.0,75.0
195.0,75.0
204.0,83.0
196.0,77.0
196.0,78.0
196.0,79.0
195.0,79.0
203.0,87.0
195.0,80.0
195.0,81.0
195.0,82.0
194.0,82.0
194.0,83.0
194.0,84.0
194.0,85.0
193.0,85.0
193.0,86.0
193.0,87.0
192.0,87.0
192.0,88.0
191.0,88.0
191.0,89.0
191.0,90.0
190.0,90.0
190.0,91.0
190.0,92.0
190.0,94.0
189.0,93.0
188.0,94.0
188.0,95.0
188.0,97.0
187.0,97.0
187.0,98.0
186.0,98.0
186.0,100.0
185.0,100.0
185.0,102.0
184.0,102.0
183.0,104.0
183.0,105.0
182.0,106.0
182.0,108.0
181.0,108.0
180.0,110.0
179.0,111.0
179.0,113.0
178.0,114.0
177.0,116.0
176.0,119.0
175.0,120.0
174.0,122.0
173.0,124.0
172.0,126.0
171.0,128.0
169.0,132.0
168.0,135.0
166.0,139.0
165.0,141.0
163.0,144.0
161.0,149.0
159.0,152.0
156.0,159.0
154.0,163.0
151.0,169.0
147.0,178.0
144.0,183.0
140.0,189.0
137.0,191.0
133.0,192.0
131.0,190.0
129.0,189.0
127.0,187.0
157.0,95.0
157.0,93.0
157.0,91.0
157.0,89.0
157.0,88.0
157.0,87.0
157.0,86.0
156.0,86.0
156.0,85.0
156.0,84.0
156.0,82.0
156.0,81.0
155.0,82.0
155.0,81.0
155.0,80.0
155.0,79.0
154.0,80.0
154.0,79.0
154.0,78.0
154.0,77.0
153.0,78.0
154.0,76.0
153.0,76.0
152.0,77.0
153.0,75.0
130.0,98.0
152.0,75.0
152.0,74.0
144.0,81.0
152.0,73.0
151.0,73.0
143.0,79.0
151.0,72.0
150.0,72.0
151.0,71.0
150.0,71.0
149.0,71.0
150.0,70.0
149.0,70.0
148.0,70.0
149.0,69.0
148.0,69.0
147.0,69.0
148.0,68.0
147.0,68.0
146.0,68.0
147.0,67.0
146.0,67.0
147.0,66.0
146.0,66.0
144.0,66.0
146.0,65.0
144.0,65.0
143.0,65.0
144.0,64.0
143.0,64.0
141.0,64.0
142.0,63.0
140.0,63.0
138.0,63.0
140.0,62.0
136.0,62.0
139.0,61.0
135.0,61.0
136.0,60.0
132.0,60.0
134.0,59.0
128.0,59.0
129.0,58.0
128.0,57.0
69.0,57.0
68.0,56.0
68.0,54.0
67.0,52.0
66.0,50.0
61.0,48.0
60.0,46.0
58.0,44.0
57.0,42.0
56.0,39.0
56.0,37.0
57.0,35.0
58.0,32.0
60.0,31.0
62.0,30.0
66.0,28.0
69.0,27.0
82.0,29.0
87.0,29.0
92.0,29.0
96.0,29.0
100.0,29.0
104.0,29.0
107.0,29.0
110.0,29.0
113.0,29.0
115.0,29.0
118.0,29.0
120.0,29.0
122.0,29.0
124.0,29.0
126.0,29.0
127.0,29.0
129.0,29.0
130.0,29.0
132.0,29.0
133.0,29.0
135.0,29.0
136.0,29.0
137.0,29.0
138.0,29.0
139.0,29.0
141.0,29.0
142.0,29.0
143.0,29.0
141.0,27.0
144.0,29.0
145.0,29.0
146.0,29.0
147.0,29.0
148.0,29.0
149.0,29.0
149.0,28.0
150.0,29.0
151.0,29.0
152.0,29.0
152.0,28.0
153.0,29.0
154.0,29.0
154.0,28.0
155.0,29.0
156.0,29.0
156.0,28.0
157.0,29.0
157.0,28.0
158.0,29.0
158.0,28.0
159.0,29.0
160.0,29.0
160.0,28.0
161.0,29.0
161.0,28.0
162.0,29.0
162.0,28.0
163.0,29.0
163.0,28.0
164.0,29.0
164.0,27.0
165.0,29.0
165.0,27.0
166.0,29.0
166.0,27.0
167.0,29.0
167.0,27.0
168.0,29.0
168.0,27.0
169.0,29.0
169.0,27.0
170.0,29.0
170.0,27.0
171.0,29.0
172.0,27.0
172.0,29.0
173.0,27.0
173.0,29.0
174.0,27.0
174.0,29.0
175.0,27.0
175.0,29.0
176.0,27.0
176.0,29.0
177.0,27.0
177.0,29.0
178.0,27.0
178.0,29.0
179.0,28.0
179.0,29.0
180.0,28.0
180.0,29.0
181.0,28.0
181.0,29.0
181.0,30.0
182.0,30.0
182.0,31.0
188.0,19.0
183.0,31.0
183.0,32.0
184.0,31.0
184.0,32.0
184.0,33.0
185.0,32.0
185.0,33.0
185.0,34.0
185.0,35.0
186.0,34.0
186.0,35.0
186.0,36.0
187.0,35.0
186.0,37.0
186.0,38.0
187.0,37.0
186.0,39.0
190.0,35.0
187.0,39.0
187.0,40.0
187.0,41.0
192.0,37.0
187.0,42.0
196.0,35.0
187.0,43.0
195.0,37.0
188.0,43.0
197.0,37.0
188.0,44.0
196.0,39.0
189.0,44.0
188.0,45.0
189.0,45.0
188.0,46.0
189.0,46.0
199.0,41.0
188.0,47.0
189.0,47.0
190.0,47.0
199.0,43.0
189.0,48.0
190.0,48.0
189.0,49.0
190.0,49.0
191.0,49.0
189.0,50.0
190.0,50.0
191.0,50.0
189.0,51.0
190.0,51.0
200.0,49.0
199.0,50.0
190.0,52.0
199.0,51.0
200.0,51.0
190.0,53.0
200.0,52.0
190.0,54.0
191.0,54.0
190.0,55.0
191.0,55.0
201.0,55.0
171.0,129.0
182.0,130.0
170.0,130.0
181.0,131.0
171.0,131.0
170.0,131.0
181.0,133.0
170.0,132.0
169.0,132.0
171.0,133.0
169.0,133.0
170.0,134.0
169.0,134.0
178.0,137.0
169.0,135.0
168.0,135.0
